4	J	15493
4	R	15493
4	W	15493
0	R	15493
4	J	15686
4	R	15686
4	W	15692
0	R	15692
4	J	15878
4	R	15878
4	W	15878
0	R	15878
4	J	16338
4	R	16338
12	N	16339
12	J	16339
4	W	16340
12	R	16340
13	N	16341
13	J	16342
12	E	16342
4	J	16342
4	R	16342
14	N	16343
14	J	16343
4	W	16344
13	R	16344
13	E	16345
1	J	16345
1	R	16345
1	W	16345
14	R	16345
4	J	16347
14	E	16348
4	R	16348
4	W	16348
0	R	16348
4	J	16444
4	R	16445
4	W	16445
0	R	16445
4	J	22972
4	R	22972
4	W	22972
0	R	22972
4	J	23109
4	R	23109
4	W	23109
0	R	23109
4	J	23234
4	R	23234
4	W	23234
0	R	23234
4	J	23394
4	R	23394
4	W	23394
0	R	23394
4	J	23815
4	R	23815
4	W	23815
0	R	23815
4	J	23895
4	R	23895
4	W	23895
0	R	23895
4	J	24003
4	R	24003
4	W	24003
0	R	24003
4	J	24131
4	R	24131
4	W	24131
0	R	24131
4	J	24180
4	R	24180
4	W	24180
0	R	24181
4	J	24319
4	R	24319
4	W	24319
0	R	24319
4	J	24323
4	R	24323
4	W	24323
0	R	24323
4	J	24339
4	R	24339
4	W	24339
0	R	24339
4	J	24375
4	R	24375
4	W	24375
0	R	24375
4	J	24405
4	R	24405
4	W	24405
0	R	24405
4	J	24662
4	R	24662
4	W	24662
0	R	24662
4	J	24774
4	R	24774
4	W	24774
0	R	24774
4	J	24814
4	R	24814
4	W	24814
0	R	24814
4	J	24989
4	R	24989
4	W	24990
0	R	24990
4	J	25564
4	R	25564
4	W	25564
0	R	25564
4	J	25647
4	R	25647
4	W	25647
0	R	25647
4	J	25767
4	R	25767
4	W	25767
0	R	25767
4	J	25829
4	R	25829
4	W	25829
0	R	25829
4	J	25958
4	R	25958
4	W	25958
0	R	25958
4	J	26046
4	R	26046
4	W	26046
0	R	26046
4	J	26305
4	R	26305
4	W	26305
0	R	26305
4	J	26415
4	R	26415
4	W	26415
0	R	26415
4	J	26676
4	R	26676
4	W	26676
0	R	26676
4	J	26740
4	R	26740
4	W	26740
0	R	26740
4	J	26857
4	R	26857
4	W	26857
0	R	26857
4	J	26970
4	R	26970
4	W	26970
0	R	26970
4	J	27136
4	R	27136
4	W	27136
0	R	27136
4	J	27212
4	R	27212
4	W	27212
0	R	27212
4	J	27407
4	R	27407
4	W	27407
0	R	27407
4	J	27475
4	R	27475
4	W	27475
0	R	27476
4	J	27555
4	R	27555
4	W	27555
0	R	27555
4	J	27711
4	R	27711
4	W	27711
0	R	27711
4	J	27813
4	R	27813
15	N	27815
15	J	27815
4	W	27816
15	R	27816
